strain	ascr.1	ascr.3	ascr.5	ascr.7	ascr.8	ascr.9	ascr.10	ascr.11	ascr.12	ascr.15	ascr.18	ascr.22	ascr.81	anglas.3	anglas.7	bhas.10	bhas.11	bhas.12	bhas.16	bhas.18	bhas.22	bhas.26	bhos.10	bhos.18	bhos.22	glas.1	glas.3	icas.3	icas.9	icas.10	iglas.2	osas.2	osas.9	osas.10	oscr.1	oscr.9	oscr.10	oscr.11	oscr.12	oscr.14	oscr.18	oscr.19	oscr.21	uglas.11
DL226	0.06706568869832326	0.2059767930919077	0.546193634095438	0.02083909831599056	1.500860556836242e-4	0.01585126373154945	0.008833350284986649	0.03697489412792835	0.014619877641261726	0.0018792328230980387	0.005738314581395494	3.6330044712589926e-5	0.025779132079138272	3.1381629824757786e-4	1.9260960948504666e-4	6.62179876550295e-4	0.003042575545185058	8.998415825381682e-4	4.4995275318525355e-5	0.0012460033399492132	0.0010526053365319873	4.271319450402777e-4	6.62179876550295e-4	6.951574713891131e-4	2.5628484914259675e-4	2.0310022063665863e-4	0.002427457814532245	0.00342607592333004	0.01303399838741479	7.072816915893852e-5	1.2311019843662193e-4	0.0013345875662748089	9.421378516023858e-4	0.0012499311043140348	6.225542031482346e-4	0.008888395807278453	4.327217290459098e-4	9.58360299720383e-5	0.002970554694083267	2.2352033374490812e-5	0.004447933896507031	7.677962528701801e-5	3.275031010161332e-5	1.6591785815955046e-4
DL238	0.05312336693464729	0.19674364608978026	0.44787645923344843	0.018620321278027468	2.1478392511526038e-4	0.020991723151088368	0.12895026005818327	0.03466848725148456	0.015850779517718273	0.005087480398932084	0.00994625775493197	1.475672086488612e-4	0.023730765079989093	0.0011548469872292237	0.0012406748835915961	7.663825146636935e-4	0.002865536267141055	9.767542450667735e-4	4.6083874479257506e-5	0.001423319754149655	0.0015484033323978719	3.631079179704178e-4	1.8760537684612153e-4	6.675322183741095e-4	2.007077388781494e-4	8.04304542872782e-5	9.315213958459173e-4	0.0016420760824006064	0.006497200883684066	0.0016081435920639552	2.188905503554644e-4	0.0012661199676598978	7.243224475303661e-4	0.0013120182158244036	5.875015746109123e-4	0.008194319452092803	0.0019052827735609984	1.6579856854695747e-4	0.0023652990509897493	6.46436501649918e-5	0.0047720498859583314	7.379645537699033e-5	5.3363281806990494e-5	1.443687244562127e-4
ECA36	0.05146516387707614	0.2028833319782258	0.5274115967568134	0.017858624531311856	4.1902000698463085e-4	0.013739327294674709	0.01557255045853079	0.04636118068265537	0.017317219513963672	0.0021028325694627016	0.00921872937937623	1.8878783172296708e-4	0.049338504212734155	9.48090398279631e-4	0.0017015148775240537	7.551768468078404e-4	0.003095923086239809	0.0011529132438717366	4.0912678622611194e-5	0.001945076955561813	0.0029916402029391354	0.00120681130640482	5.613530849997115e-5	0.0014153940862834825	5.653384452106884e-4	3.195093479707405e-4	0.001325751128112139	4.253319328683979e-6	4.253319328683979e-6	5.276242627232476e-5	4.253319328683979e-6	0.0051119369015654136	0.0018667776000400697	0.003007228618278762	9.270619875186174e-4	0.0073020560902913685	6.080417712706756e-4	1.5067383721862997e-4	0.003677555997798686	3.294195820065742e-5	0.0057794528370090775	4.2473646816238216e-5	2.6966044543856426e-5	4.253319328683979e-6
ED3005	0.06893507520176823	0.26458761036247697	0.5087395922823236	0.018650307408318644	0.010457534898541138	0.01256758882440014	0.014211473798700993	0.029860970504128132	0.010363208339887523	0.0025032569282830443	0.008749256183458166	2.8384012347421816e-5	0.007053948714639304	7.303693605396082e-4	2.900353455705103e-4	4.1046573066110605e-4	0.002602219147914961	0.00135846377852081	2.939503817563616e-5	0.0010462396426991702	0.0012220183140875425	5.220335063639504e-4	3.438563375320483e-5	6.671479794944602e-4	3.2272159548480165e-4	2.556389562233883e-4	0.005877684697075419	0.0015227447200117236	0.0018201153806337465	1.075559391717386e-5	9.098156894537368e-5	0.0018468860538935921	9.685412322415061e-5	8.231256024813155e-5	7.461478168161022e-4	0.006991716848234537	0.001158216130970867	8.872289422276717e-5	0.0031061294785284734	3.210544784276397e-5	0.010178663859456654	3.731115529867612e-5	1.0255458800025276e-4	1.075559391717386e-5
ED3011	0.07793968968860653	0.21439452094980332	0.5420540718353518	0.021732525359939074	2.0225898202811634e-5	0.009054871688722132	0.011692308588470566	0.030671563329653703	0.009924949377610683	0.003945304155236843	0.006652055208126313	1.2052612739055453e-4	0.02301808344970978	0.0056125856217892145	9.501520198734822e-4	2.5078091181666144e-4	0.0037345907477599515	0.00110156309381973	1.3603939131211104e-4	8.408310400872853e-4	0.0010018696415780716	2.727462372649149e-4	5.386156691408738e-5	7.812253180835994e-4	3.5057549354933405e-4	3.065032613654075e-4	0.0033369091372962693	0.0032585540076585768	0.004783303569575735	4.3718278965377346e-4	0.0013996726074309708	6.318772857540383e-4	5.692579049181335e-4	9.488373364902994e-4	7.483986853004361e-4	0.004707476677213394	8.000960811068227e-4	2.762250917557985e-4	0.0030660439085642157	5.16367181117781e-5	0.008155810287708952	1.1328525583394796e-4	8.11867553860859e-5	2.0225898202811634e-5
ED3012	0.0648244833856291	0.2430918126961091	0.5409984459021252	0.006681759792443062	0.006579518235926758	0.010103992032060492	0.016817592085460614	0.03169726577312011	0.010487409785261963	0.0025226972025192006	0.008215978953454045	4.962409533292533e-5	0.012972785244773114	6.223722385756148e-4	3.6510721989809635e-4	3.4581478633167475e-4	0.0038990735129923078	0.001921860038644782	1.116244238357614e-4	0.0015412330747831852	0.0019281375272196992	7.319065494728028e-4	3.9368957391441434e-5	7.282530225231643e-4	3.902147909446994e-4	3.334933679822739e-4	0.0030874090164245247	0.0016964495804427165	0.003077876004161932	9.841166883980817e-5	3.447876042603804e-4	0.003637082503485609	3.9446413116075e-4	6.585142713161688e-4	7.738827857180634e-4	0.006427299862623812	7.865473925089175e-4	6.744367850477638e-5	0.003274422884485933	1.9261451276568174e-5	0.006337641882294129	1.9795299963273356e-5	9.008696588149925e-6	0.0012878765911333297
ED3017	0.06876899089815806	0.17503587648442956	0.5673261504852313	0.025850570625703617	5.07441723489568e-5	0.024309137595305376	0.014708422921946362	0.037951361632008226	0.011281142610626137	0.004568512019730343	0.004155723148778328	8.198650827498377e-5	0.02484888539125313	2.3668137840555744e-4	1.695280851068021e-4	5.858430456746798e-5	0.0050100020782260024	0.001011987719752701	1.969882466962609e-5	7.773747179374542e-4	7.13747514254562e-4	1.969882466962609e-5	5.858430456746798e-5	1.4571220608122415e-4	7.13747514254562e-4	4.370184252956547e-4	0.004614567871807929	0.0021609610662579816	0.0050297993970189765	1.8532654249184223e-4	0.001404683789541697	0.0026653691707484274	0.0010177397765562318	0.0013202546270076796	4.691866059811541e-4	0.004951772352502588	4.556929110824603e-4	1.358430949217415e-4	0.002585510135537763	4.7572661577147e-5	0.003760604123554968	6.748817331813898e-5	1.969882466962609e-5	7.980584838405616e-4
ED3046	0.077618875661311107	0.20423612074500458	0.5751289160179329	0.0202926395349891	4.3570372425600977e-5	0.013555483557935698	0.01282271703448194	0.033598551999670954	0.009620730364924526	0.00954234726493087	0.003946212200959106	4.3570372425600977e-5	0.0063966535165473305	3.6786465438934905e-4	4.3570372425600977e-5	4.8053763748195314e-4	0.0022106299857577168	8.795551081556068e-4	4.3570372425600977e-5	6.956445661471452e-4	0.0012991377946141444	4.6341448111869197e-4	4.8053763748195314e-4	8.688803669113347e-4	1.479649847573409e-4	2.4917895990201195e-4	0.0041217572314618525	0.0014464056534126755	0.002075736112728056	4.3570372425600977e-5	3.7649158812961804e-4	5.665891230225151e-4	2.1144701738144152e-4	2.099220543465455e-4	0.0011957017304757675	0.007641328345629473	1.6656953378307252e-4	1.0997162000221687e-4	0.002569606284172243	1.0378462711778153e-4	0.003546584745071494	3.364939862429163e-4	1.5759403706339873e-4	4.3570372425600977e-5
ED3048	0.07413194253180029	0.17473957882495783	0.561873056491026	0.02222760986247245	0.0022220726182094496	0.018286702846094426	0.018652302759501256	0.03971354064203587	0.01087939208041692	0.0018066013229874754	0.007759643414766144	1.3374932139487427e-4	0.015124916662238117	1.015607612685664e-4	1.5054373647082855e-4	6.593065512765719e-4	0.003264894302338038	0.0010395563485646872	3.8060280653826674e-5	0.0014564573312497748	0.0015059051019647362	5.360004201986774e-4	6.593065512765719e-4	0.0012290575975334773	4.583883948091343e-4	1.831147232848005e-4	0.0017387441198771169	0.0021857244324188577	0.007518861688725357	2.9677487660230716e-4	7.825920901482076e-5	0.002357831150586436	4.1426812202770806e-4	9.106432538968875e-4	9.259079622221856e-4	0.007991070395677919	0.001357520605407334	2.108524251154491e-4	0.0049688111179439646	1.2011139736402404e-5	0.009909263826125765	1.0928578035938018e-5	1.2878659968649543e-4	1.504790181083008e-4
ED3049	0.07690924370887398	0.24576192660861468	0.5141226065341895	0.027111401109145623	0.003866544798615844	0.01621217438581957	0.011215433635130025	0.032546130727053126	0.011209234765713408	0.015381784170218371	0.0045103877877106765	1.876449429655585e-4	0.005140218749061695	0.0010517415110196204	2.5312050117859235e-4	2.3439474981589036e-4	0.0037549005775602863	0.0012483619003279913	6.45715564231103e-5	9.475875905091435e-4	9.292492684849802e-4	1.9636210308267838e-4	2.3439474981589036e-4	4.0641337612705615e-4	1.9416667016429264e-4	6.45715564231103e-5	0.004421731040741747	0.002575501099492177	0.0022723376420856743	6.45715564231103e-5	6.45715564231103e-5	6.713504721310776e-4	2.814028428919146e-4	2.8598742339795545e-4	2.2516101724738558e-4	0.007209607989309533	1.512911566993474e-4	3.199520620765115e-4	0.00256207021575617	1.3043454397468278e-4	0.0045911668047959875	2.891514296626879e-4	6.45715564231103e-5	6.45715564231103e-5
ED3052	0.09016047543943592	0.3901283465555466	0.244397263612559	0.03532844667336765	0.0025833527924967433	0.027443771334435145	0.029964068498825817	0.031937789045127986	0.021702987351109048	0.004147886542057707	0.015368788666227167	5.0246036029486896e-5	0.028405936710068067	0.0016481845252642694	0.001116940858470622	9.550602765306839e-4	0.002544215207497813	0.0014904433865363304	6.569806719756633e-5	0.0025750342127816707	0.0031551233094769095	2.7055514243030227e-4	9.550602765306839e-4	2.880145200326937e-4	8.052067617861573e-5	3.70162621145342e-4	0.004325479996792782	0.0034959525885185907	0.015601391351920605	0.0010591757790176953	2.1952091104948947e-4	0.0020088717907832403	0.012107814690396299	0.013499915113061802	2.129771884924386e-4	0.004504825626805265	3.4126590524349507e-4	6.183987930517688e-4	0.0016978748552187208	2.529596735442287e-5	0.0029175306100484586	9.321685885213127e-5	1.304491658795109e-4	5.6704701534236425e-6
ED3073	0.09003749829953776	0.23874414517480752	0.48783945406838697	0.00748399230419375	0.004059265120103479	0.017085370812249232	0.02981108034000507	0.03577079561747004	0.018417267747741342	0.02580589858149436	0.004801969779302222	1.506500322918344e-4	0.008913359810578675	3.93045934249396e-4	1.506500322918344e-4	7.984451711467224e-4	0.005597100649738524	8.284245275727975e-4	1.506500322918344e-4	1.506500322918344e-4	7.576190123956353e-4	1.506500322918344e-4	7.984451711467224e-4	1.506500322918344e-4	7.576190123956353e-4	3.528223756274762e-4	0.00286611686435215	1.506500322918344e-4	6.054624797808825e-4	1.506500322918344e-4	3.698458292764535e-4	1.506500322918344e-4	1.506500322918344e-4	1.506500322918344e-4	3.1847416826493797e-4	0.007146234931795457	3.7587183056812687e-4	2.9361691293678527e-4	0.0026693679221790143	3.3851062255975194e-4	0.0034913144983632627	5.13114009985988e-4	1.506500322918344e-4	1.506500322918344e-4
ED3077	0.05511550484918491	0.15741806712013998	0.6156411631648476	0.022123478688662268	4.5943370385436396e-5	0.01773473823259346	0.01254368869948377	0.04030919704495917	0.012998206462706894	0.010717761330255373	0.005922927423349689	1.6162877701596522e-4	0.01133712390642144	1.854274428756213e-4	1.526238764204197e-4	1.555183087547022e-4	0.002537865836721121	0.001088168727579061	4.5943370385436396e-5	5.880291975632004e-4	0.001576868358368948	3.2022529158649165e-4	1.555183087547022e-4	5.574309128864997e-4	0.001576868358368948	4.5943370385436396e-5	0.0030288626360302794	6.880938582626808e-4	0.0017095987554124736	4.5943370385436396e-5	4.5943370385436396e-5	7.063793196760846e-4	4.5943370385436396e-5	4.5943370385436396e-5	7.33485908203492e-4	0.008491207771265968	6.943421566351002e-4	1.3576265948896454e-4	0.004240251482983081	1.0594541210881633e-4	0.00793428223545371	2.0026715151011724e-4	4.5943370385436396e-5	4.5943370385436396e-5
EG4347	0.07563365130398751	0.16824471502109867	0.5321805757720975	0.027900322274218646	1.8178077014975957e-4	0.02102522860071245	0.018049194224795794	0.03703889660193239	0.013440943365240977	0.055033250265573264	0.007139882431998078	7.471466097400722e-5	0.012494458040022253	0.0015764046318905783	2.671049129820758e-4	2.730073711990224e-4	0.0030999112838115597	9.163753168461986e-4	7.471466097400722e-5	6.054128978723804e-4	0.0013125871639913587	3.2456048727108735e-4	2.730073711990224e-4	5.827743555972563e-4	2.6478875849188157e-4	7.471466097400722e-5	0.0021478970736807596	3.593028046240007e-4	0.0011312546818074433	7.471466097400722e-5	7.471466097400722e-5	5.661129862000527e-4	7.471466097400722e-5	7.471466097400722e-5	4.212412585714527e-4	0.007213326943735527	4.24453988993335e-4	0.00025515056722623467	0.0028121104097396836	1.976949929372231e-4	0.0058654744597644365	7.471466097400722e-5	7.471466097400722e-5	7.471466097400722e-5
EG4349	0.06640883231973009	0.17372702764545556	0.5647926913840143	0.015815391056107332	0.0030299918969333346	0.02639303137795787	0.017056882702318834	0.03198849745260654	0.012652603359588472	0.017081576452040264	0.004549077986607731	2.3761044623593478e-4	0.012198483008674234	7.645123752764954e-5	7.645123752764954e-5	7.645123752764954e-5	0.006394228604337552	0.0016987464978643729	7.645123752764954e-5	8.360707336023754e-4	5.636749742913601e-4	7.645123752764954e-5	1.4915636441644427e-4	8.360707336023754e-4	3.4043736071062345e-4	1.5129699906721845e-4	0.00402936247389477	0.0012976068545567957	0.0013434775970733856	7.645123752764954e-5	7.645123752764954e-5	4.2690371035439506e-4	2.038189992487137e-4	7.645123752764954e-5	0.001001281857899626	0.02639303137795787	1.851648972919672e-4	1.8791714184296257e-4	0.002762412565586561	1.9739709529639112e-4	0.004094193123318216	2.115405742390063e-4	7.645123752764954e-5	7.645123752764954e-5
EG4725	0.06975089965226407	0.21428096320290982	0.5391269896109739	0.02516274932690827	4.883746902441478e-4	0.015248096358254914	0.01246635764416417	0.03957201888263417	0.011824003980498828	0.0027263387682617524	0.007892232056772596	4.2807270046243395e-5	0.019394090538070848	0.0015700728201075308	6.945051492302529e-4	5.385594875166466e-4	0.0025273803616056812	0.0011067562826835953	9.784518867712776e-6	0.001320528450905384	0.0013316925869334443	3.911165726990828e-4	5.385594875166466e-4	5.467197762523191e-4	2.3827260346654153e-4	3.043376748613382e-4	0.004551777746297719	9.784518867712776e-6	1.7496676639243986e-4	9.784518867712776e-6	5.651929478745608e-4	0.004739258912321963	2.856785973806099e-4	4.0185018989696375e-4	0.001111805094419335	0.0053400185862806605	0.0010091948450536312	3.450021352755525e-5	0.0038331146199830834	9.068585622162233e-4	0.006889309088313169	4.051769263119861e-5	3.7592121489752485e-5	9.645872235357287e-4
GXW1	0.09093113316686834	0.2291464555805082	0.5080019306255711	0.021117725125162613	4.2883122401495104e-5	0.014799890613484046	0.009670222908519224	0.03725266663580262	0.015878697577375773	0.003394907794709485	0.00712651538930925	8.030431473743366e-5	0.01405801380835329	8.492907217030058e-4	5.772732678720914e-4	4.417373828491019e-4	0.003707977624127468	0.0020083413795767206	2.68186222086817e-5	0.0017080989020108106	0.0017124454101761868	7.700412081103078e-4	4.417373828491019e-4	0.0010043889245079608	2.7789766710903857e-4	3.9830261157306114e-4	0.004850697050484414	0.0015117907096546307	0.002766894954530281	1.682407825853398e-4	3.3134698718452374e-4	0.003046708237511368	2.776673082383491e-4	4.17683067088693e-4	8.396398974362288e-4	0.01012015015542889	6.55219435222731e-4	1.3848811581314047e-4	0.003682892755524501	3.62330255292248e-5	0.005464530695965131	3.1207564902869214e-5	2.0209141242559265e-4	3.282007699769501e-5
JT11398	0.09011753869212508	0.20306891320151157	0.5145224337489573	0.023825220078218065	2.8518852033471056e-4	0.0198210786293031	0.017428183970997376	0.04049200218261025	0.013409946434104557	0.0013483106044063062	0.006687665169502794	9.648056760653526e-5	0.013852313946670967	2.5465511507986855e-4	1.9498573532220103e-4	6.955338615509944e-4	0.003564300880845662	0.0010324942989620423	5.3254594148738234e-5	0.0012675275377962776	0.001214976225790711	5.160416449586659e-4	8.142850303579652e-5	0.0010723591317875385	4.027949528393761e-4	3.120472002786946e-4	0.004528619435080246	0.0030811673600668332	0.00818069358080746	2.5477080651467604e-4	6.499149020995484e-4	0.0034874878571563945	2.2104675326830206e-4	3.754643736218353e-4	8.636091602346923e-4	0.008577728317998003	8.109969580002796e-4	3.27893882335874e-5	0.0046973462592125965	5.945930846814874e-6	0.008056325288389444	1.9427027513326018e-5	2.6517694662446262e-5	5.124734775482884e-4
JU1172	0.07142121087809064	0.2009136170464	0.5521864740843732	0.021623243205441615	0.005899644605234693	0.01738401740961594	0.014623951032078338	0.034820974761590524	0.011686655670554085	0.01862821498496658	0.006185149932234695	1.0892992254864647e-4	0.010275250664091273	3.416042371125553e-4	3.514079301419335e-4	1.0892992254864647e-4	0.004632244956381191	0.0011793842714341953	1.0892992254864647e-4	0.0010200197947455255	2.9291256173331036e-4	1.0892992254864647e-4	1.0892992254864647e-4	2.557674581442219e-4	3.059841524391479e-4	1.0892992254864647e-4	0.003575733637581869	0.0010862491876551027	0.0016523579951404183	1.0892992254864647e-4	1.0892992254864647e-4	1.0892992254864647e-4	1.0892992254864647e-4	3.394256386615824e-4	6.514009368409059e-4	0.0068938480083361895	5.040187516325872e-4	4.5369312741511255e-4	0.0026684563126741926	2.6241218341968933e-4	0.00617349443052199	4.0402108273292973e-4	1.0892992254864647e-4	1.0892992254864647e-4
