strain	ascr.1	ascr.3	ascr.5	ascr.7	ascr.8	ascr.9	ascr.10	ascr.11	ascr.12	ascr.15	ascr.18	ascr.22	ascr.81	anglas.3	anglas.7	bhas.10	bhas.11	bhas.12	bhas.16	bhas.18	bhas.22	bhas.26	bhos.10	bhos.18	bhos.22	glas.1	glas.3	icas.3	icas.9	icas.10	iglas.2	osas.2	osas.9	osas.10	oscr.1	oscr.9	oscr.10	oscr.11	oscr.12	oscr.14	oscr.18	oscr.19	oscr.21	uglas.11
DL226	67065.68869832325	205976.7930919077	546193.6340954379	20839.09831599056	150.0860556836242	15851.26373154945	8833.350284986649	36974.894127928346	14619.877641261726	1879.2328230980388	5738.314581395493	36.330044712589924	25779.13207913827	313.81629824757783	192.60960948504666	662.1798765502949	3042.575545185058	899.8415825381682	44.99527531852536	1246.0033399492131	1052.6053365319872	427.13194504027774	662.1798765502949	695.1574713891131	256.2848491425967	203.10022063665863	2427.4578145322453	3426.0759233300396	13033.99838741479	70.72816915893851	123.11019843662193	1334.587566274809	942.1378516023858	1249.9311043140347	622.5542031482346	8888.395807278454	432.7217290459098	95.8360299720383	2970.554694083267	22.352033374490812	4447.933896507031	76.779625287018	32.75031010161332	165.91785815955046
DL238	53123.36693464729	196743.64608978026	447876.45923344843	18620.321278027466	214.7839251152604	20991.72315108837	128950.26005818328	34668.48725148456	15850.779517718272	5087.4803989320835	9946.257754931969	147.5672086488612	23730.765079989094	1154.8469872292237	1240.6748835915962	766.3825146636935	2865.536267141055	976.7542450667736	46.0838744792575	1423.319754149655	1548.403332397872	363.1079179704178	187.60537684612154	667.5322183741094	200.7077388781494	80.43045428727821	931.5213958459173	1642.0760824006065	6497.200883684066	1608.143592063955	218.8905503554644	1266.1199676598978	724.322447530366	1312.0182158244036	587.5015746109123	8194.319452092803	1905.2827735609983	165.79856854695745	2365.2990509897495	64.6436501649918	4772.049885958331	73.79645537699032	53.36328180699049	144.3687244562127
ECA36	51465.16387707614	202883.33197822582	527411.5967568133	17858.624531311856	419.02000698463087	13739.32729467471	15572.55045853079	46361.18068265537	17317.21951396367	2102.8325694627015	9218.729379376231	188.78783172296707	49338.50421273416	948.090398279631	1701.5148775240536	755.1768468078404	3095.923086239809	1152.9132438717365	40.912678622611196	1945.076955561813	2991.640202939135	1206.81130640482	56.13530849997115	1415.3940862834825	565.3384452106884	319.50934797074046	1325.751128112139	4.253319328683979	4.253319328683979	52.76242627232476	4.253319328683979	5111.936901565414	1866.7776000400697	3007.228618278762	927.0619875186175	7302.0560902913685	608.0417712706756	150.67383721862996	3677.555997798686	32.94195820065742	5779.4528370090775	42.473646816238215	26.966044543856427	4.253319328683979
ED3005	68935.07520176822	264587.61036247696	508739.5922823236	18650.307408318644	10457.534898541138	12567.58882440014	14211.473798700992	29860.97050412813	10363.208339887524	2503.2569282830445	8749.256183458167	28.384012347421816	7053.948714639304	730.3693605396081	290.0353455705103	410.465730661106	2602.219147914961	1358.46377852081	29.39503817563616	1046.2396426991702	1222.0183140875424	522.0335063639504	34.385633753204836	667.1479794944603	322.72159548480164	255.63895622338833	5877.6846970754195	1522.7447200117235	1820.1153806337466	10.75559391717386	90.98156894537368	1846.8860538935921	96.85412322415061	82.31256024813155	746.1478168161022	6991.716848234537	1158.216130970867	88.72289422276717	3106.1294785284736	32.10544784276397	10178.663859456654	37.31115529867612	102.55458800025276	10.75559391717386
ED3011	77939.68968860652	214394.52094980332	542054.0718353518	21732.525359939074	20.225898202811635	9054.871688722133	11692.308588470565	30671.5633296537	9924.949377610683	3945.3041552368427	6652.055208126312	120.52612739055454	23018.083449709782	5612.585621789214	950.1520198734822	250.78091181666144	3734.5907477599517	1101.56309381973	136.03939131211104	840.8310400872853	1001.8696415780715	272.7462372649149	53.86156691408738	781.2253180835994	350.57549354933406	306.5032613654075	3336.9091372962694	3258.5540076585767	4783.303569575734	437.18278965377345	1399.6726074309709	631.8772857540382	569.2579049181335	948.8373364902994	748.3986853004361	4707.476677213394	800.0960811068227	276.2250917557985	3066.0439085642156	51.6367181117781	8155.810287708951	113.28525583394796	81.18675538608589	20.225898202811635
ED3012	64824.4833856291	243091.81269610912	540998.4459021252	6681.759792443062	6579.518235926757	10103.992032060492	16817.592085460612	31697.26577312011	10487.409785261963	2522.697202519201	8215.978953454045	49.62409533292533	12972.785244773113	622.3722385756148	365.10721989809633	345.8147863316747	3899.0735129923078	1921.8600386447822	111.62442383576139	1541.2330747831852	1928.1375272196992	731.9065494728028	39.368957391441434	728.2530225231643	390.21479094469936	333.4933679822739	3087.4090164245245	1696.4495804427165	3077.876004161932	98.41166883980817	344.78760426038036	3637.082503485609	394.46413116074996	658.5142713161688	773.8827857180634	6427.299862623812	786.5473925089175	67.44367850477639	3274.422884485933	19.261451276568174	6337.641882294129	19.795299963273354	9.008696588149926	1287.8765911333296
ED3017	68768.99089815807	175035.87648442955	567326.1504852313	25850.570625703618	50.7441723489568	24309.137595305376	14708.422921946361	37951.36163200823	11281.142610626137	4568.512019730342	4155.723148778328	81.98650827498378	24848.88539125313	236.68137840555744	169.52808510680208	58.58430456746798	5010.002078226003	1011.987719752701	19.698824669626088	777.3747179374542	713.747514254562	19.698824669626088	58.58430456746798	145.71220608122414	713.747514254562	437.0184252956547	4614.567871807929	2160.9610662579817	5029.799397018976	185.32654249184222	1404.683789541697	2665.369170748427	1017.7397765562317	1320.2546270076796	469.1866059811541	4951.772352502588	455.6929110824603	135.84309492174148	2585.510135537763	47.572661577147	3760.6041235549683	67.48817331813898	19.698824669626088	798.0584838405616
ED3046	77618.8756613111	204236.1207450046	575128.9160179329	20292.6395349891	43.57037242560098	13555.483557935699	12822.71703448194	33598.551999670955	9620.730364924526	9542.34726493087	3946.212200959106	43.57037242560098	6396.653516547331	367.864654389349	43.57037242560098	480.53763748195314	2210.629985757717	879.5551081556068	43.57037242560098	695.6445661471452	1299.1377946141442	463.414481118692	480.53763748195314	868.8803669113347	147.96498475734091	249.17895990201194	4121.757231461853	1446.4056534126755	2075.736112728056	43.57037242560098	376.49158812961804	566.5891230225151	211.44701738144153	209.92205434654548	1195.7017304757676	7641.328345629473	166.56953378307253	109.97162000221687	2569.606284172243	103.78462711778153	3546.5847450714937	336.4939862429163	157.59403706339873	43.57037242560098
ED3048	74131.94253180029	174739.57882495783	561873.0564910261	22227.60986247245	2222.0726182094495	18286.702846094424	18652.302759501257	39713.54064203587	10879.39208041692	1806.6013229874754	7759.643414766144	133.74932139487427	15124.916662238118	101.5607612685664	150.54373647082855	659.3065512765719	3264.894302338038	1039.5563485646871	38.06028065382667	1456.4573312497748	1505.9051019647363	536.0004201986774	659.3065512765719	1229.0575975334773	458.3883948091343	183.1147232848005	1738.7441198771169	2185.7244324188578	7518.8616887253575	296.77487660230713	78.25920901482075	2357.831150586436	414.26812202770805	910.6432538968875	925.9079622221856	7991.070395677919	1357.520605407334	210.85242511544908	4968.811117943965	12.011139736402404	9909.263826125765	10.928578035938017	128.78659968649544	150.4790181083008
ED3049	76909.24370887398	245761.92660861468	514122.6065341895	27111.401109145623	3866.544798615844	16212.17438581957	11215.433635130024	32546.130727053125	11209.234765713409	15381.784170218372	4510.387787710676	187.6449429655585	5140.218749061695	1051.7415110196205	253.12050117859235	234.39474981589035	3754.9005775602864	1248.3619003279914	64.5715564231103	947.5875905091435	929.2492684849801	196.36210308267837	234.39474981589035	406.41337612705615	194.16667016429264	64.5715564231103	4421.731040741746	2575.501099492177	2272.3376420856744	64.5715564231103	64.5715564231103	671.3504721310776	281.40284289191464	285.98742339795547	225.1610172473856	7209.607989309533	151.29115669934743	319.9520620765115	2562.07021575617	130.43454397468278	4591.166804795987	289.15142966268786	64.5715564231103	64.5715564231103
ED3052	90160.47543943592	390128.3465555466	244397.263612559	35328.44667336765	2583.3527924967434	27443.771334435143	29964.068498825818	31937.789045127985	21702.987351109048	4147.886542057707	15368.788666227167	50.246036029486895	28405.936710068065	1648.1845252642695	1116.9408584706218	955.0602765306838	2544.215207497813	1490.4433865363305	65.69806719756633	2575.0342127816707	3155.1233094769095	270.5551424303023	955.0602765306838	288.01452003269367	80.52067617861573	370.162621145342	4325.479996792782	3495.952588518591	15601.391351920605	1059.1757790176953	219.52091104948946	2008.8717907832404	12107.814690396299	13499.915113061803	212.97718849243861	4504.8256268052655	341.26590524349507	618.3987930517688	1697.8748552187208	25.29596735442287	2917.5306100484586	93.21685885213127	130.4491658795109	5.670470153423643
ED3073	90037.49829953776	238744.14517480752	487839.454068387	7483.99230419375	4059.2651201034787	17085.37081224923	29811.080340005068	35770.795617470045	18417.26774774134	25805.89858149436	4801.969779302222	150.6500322918344	8913.359810578675	393.045934249396	150.6500322918344	798.4451711467224	5597.100649738524	828.4245275727975	150.6500322918344	150.6500322918344	757.6190123956353	150.6500322918344	798.4451711467224	150.6500322918344	757.6190123956353	352.8223756274762	2866.11686435215	150.6500322918344	605.4624797808825	150.6500322918344	369.8458292764535	150.6500322918344	150.6500322918344	150.6500322918344	318.474168264938	7146.234931795457	375.8718305681269	293.61691293678524	2669.3679221790144	338.51062255975194	3491.314498363263	513.114009985988	150.6500322918344	150.6500322918344
ED3077	55115.504849184916	157418.06712013998	615641.1631648476	22123.478688662268	45.943370385436396	17734.73823259346	12543.68869948377	40309.197044959175	12998.206462706894	10717.761330255373	5922.927423349689	161.62877701596523	11337.12390642144	185.4274428756213	152.6238764204197	155.5183087547022	2537.865836721121	1088.168727579061	45.943370385436396	588.0291975632003	1576.8683583689478	320.22529158649166	155.5183087547022	557.4309128864998	1576.8683583689478	45.943370385436396	3028.8626360302796	688.0938582626809	1709.5987554124736	45.943370385436396	45.943370385436396	706.3793196760846	45.943370385436396	45.943370385436396	733.4859082034919	8491.207771265968	694.3421566351002	135.76265948896454	4240.251482983081	105.94541210881633	7934.282235453709	200.26715151011723	45.943370385436396	45.943370385436396
EG4347	75633.65130398751	168244.71502109867	532180.5757720976	27900.322274218644	181.78077014975958	21025.22860071245	18049.194224795796	37038.896601932385	13440.943365240977	55033.25026557326	7139.882431998078	74.71466097400722	12494.458040022253	1576.4046318905782	267.1049129820758	273.0073711990224	3099.9112838115598	916.3753168461985	74.71466097400722	605.4128978723804	1312.5871639913587	324.56048727108737	273.0073711990224	582.7743555972563	264.7887584918816	74.71466097400722	2147.8970736807596	359.3028046240007	1131.2546818074434	74.71466097400722	74.71466097400722	566.1129862000528	74.71466097400722	74.71466097400722	421.2412585714527	7213.3269437355275	424.45398899333503	255.15056722623467	2812.1104097396837	197.6949929372231	5865.474459764437	74.71466097400722	74.71466097400722	74.71466097400722
EG4349	66408.83231973009	173727.02764545556	564792.6913840143	15815.391056107332	3029.9918969333344	26393.031377957872	17056.882702318835	31988.49745260654	12652.603359588473	17081.576452040263	4549.077986607731	237.61044623593477	12198.483008674235	76.45123752764954	76.45123752764954	76.45123752764954	6394.2286043375525	1698.746497864373	76.45123752764954	836.0707336023754	563.6749742913601	76.45123752764954	149.15636441644426	836.0707336023754	340.43736071062347	151.29699906721845	4029.3624738947697	1297.6068545567957	1343.4775970733856	76.45123752764954	76.45123752764954	426.90371035439506	203.8189992487137	76.45123752764954	1001.2818578996261	26393.031377957872	185.16489729196718	187.91714184296256	2762.4125655865614	197.39709529639111	4094.1931233182163	211.5405742390063	76.45123752764954	76.45123752764954
EG4725	69750.89965226407	214280.96320290983	539126.989610974	25162.74932690827	488.3746902441478	15248.096358254914	12466.35764416417	39572.01888263417	11824.003980498828	2726.338768261752	7892.2320567725965	42.807270046243396	19394.090538070846	1570.0728201075308	694.505149230253	538.5594875166466	2527.380361605681	1106.7562826835951	9.784518867712777	1320.528450905384	1331.6925869334443	391.11657269908284	538.5594875166466	546.7197762523191	238.27260346654154	304.3376748613382	4551.777746297719	9.784518867712777	174.96676639243987	9.784518867712777	565.1929478745608	4739.258912321963	285.6785973806099	401.85018989696374	1111.805094419335	5340.01858628066	1009.1948450536312	34.500213527555246	3833.1146199830832	906.8585622162233	6889.309088313169	40.51769263119861	37.592121489752486	964.5872235357288
GXW1	90931.13316686834	229146.4555805082	508001.9306255711	21117.725125162615	42.8831224014951	14799.890613484045	9670.222908519225	37252.66663580262	15878.697577375773	3394.9077947094847	7126.515389309249	80.30431473743366	14058.01380835329	849.2907217030058	577.2732678720914	441.7373828491019	3707.977624127468	2008.3413795767206	26.8186222086817	1708.0989020108107	1712.445410176187	770.0412081103078	441.7373828491019	1004.3889245079608	277.8976671090386	398.30261157306114	4850.697050484414	1511.7907096546307	2766.8949545302808	168.2407825853398	331.34698718452375	3046.708237511368	277.6673082383491	417.683067088693	839.6398974362288	10120.15015542889	655.219435222731	138.48811581314047	3682.8927555245014	36.233025529224804	5464.530695965131	31.207564902869215	202.09141242559264	32.82007699769501
JT11398	90117.53869212508	203068.91320151158	514522.43374895735	23825.220078218066	285.1885203347106	19821.0786293031	17428.183970997376	40492.00218261025	13409.946434104557	1348.310604406306	6687.665169502794	96.48056760653526	13852.313946670967	254.65511507986855	194.98573532220104	695.5338615509944	3564.300880845662	1032.4942989620424	53.254594148738235	1267.5275377962776	1214.976225790711	516.0416449586659	81.42850303579652	1072.3591317875384	402.7949528393761	312.0472002786946	4528.619435080246	3081.167360066833	8180.69358080746	254.77080651467602	649.9149020995484	3487.4878571563945	221.04675326830207	375.4643736218353	863.6091602346922	8577.728317998002	810.9969580002796	32.7893882335874	4697.346259212596	5.945930846814874	8056.325288389444	19.427027513326017	26.517694662446264	512.4734775482884
JU1172	71421.21087809064	200913.6170464	552186.4740843732	21623.243205441617	5899.644605234693	17384.01740961594	14623.951032078337	34820.97476159052	11686.655670554084	18628.21498496658	6185.1499322346945	108.92992254864647	10275.250664091272	341.6042371125553	351.4079301419335	108.92992254864647	4632.244956381191	1179.3842714341954	108.92992254864647	1020.0197947455255	292.9125617333104	108.92992254864647	108.92992254864647	255.7674581442219	305.9841524391479	108.92992254864647	3575.733637581869	1086.2491876551028	1652.3579951404183	108.92992254864647	108.92992254864647	108.92992254864647	108.92992254864647	339.4256386615824	651.4009368409058	6893.848008336189	504.01875163258717	453.69312741511254	2668.4563126741928	262.4121834196893	6173.494430521991	404.02108273292976	108.92992254864647	108.92992254864647
JU1200	72568.56349346334	216007.0401595388	531849.2669474358	20934.71256188216	30.21375784416406	15131.383922436264	14568.04119207061	34739.01457624583	11831.104930284453	6036.1352187371695	6476.698821402058	55.58097117382419	25654.557148628654	754.7993905406742	541.8781652405573	465.2773493184352	4357.297644468639	1438.7793300576138	74.4498214465839	854.5710456866326	1041.5623502415476	263.91885381509366	465.2773493184352	480.61566435497383	47.14035994069935	317.21269162252275	3470.2438594235623	1584.3027284575317	5833.642232476687	177.98798590624855	231.0095459319639	2269.653132809097	1019.4806221445663	1489.6680474599052	743.1186737051562	5101.396518187965	877.0884182343559	65.19237686831795	3257.4315452361307	34.57020235158333	6729.290919497861	37.09330979546366	48.465445145039375	45.27071917293191
JU1242	56959.65182239105	181998.14978640492	275915.847062107	32555.554078877343	577.8306043356941	29389.04236711774	76054.6419732684	21205.227517911306	22400.18120767752	151492.73869171063	4573.529233317019	577.8306043356941	13993.323745197504	577.8306043356941	577.8306043356941	577.8306043356941	4085.262372653358	4961.25356882627	577.8306043356941	577.8306043356941	577.8306043356941	577.8306043356941	577.8306043356941	577.8306043356941	577.8306043356941	577.8306043356941	577.8306043356941	577.8306043356941	2170.331749884867	577.8306043356941	577.8306043356941	577.8306043356941	2276.0747504782994	7992.552919171322	1721.9352009203685	11406.376129586602	76054.6419732684	1503.515232481476	1836.345660578836	1568.232260167074	2196.911957684309	2495.6503801258627	2214.24687581438	577.8306043356941
JU1246	102864.46511598636	177457.6883986469	539143.0518812179	27248.213095734845	619.4389120991145	16794.5746782966	12682.275440011721	32732.890419961357	14500.703265104044	11056.078014805444	4630.3946058987085	267.11564299965534	16181.141167451538	1517.4862318981282	457.02446604308216	484.4996564450005	6060.06383607227	2144.3119794055797	72.9857711514645	819.6701181287369	1478.3264109412041	487.45439060833525	484.4996564450005	612.0328901053014	72.6404126128929	516.809866386921	2291.4155302516047	1562.7282004510075	2745.120717007304	157.4643070031728	19.186585476199923	1854.6329118859132	709.6542370082066	1001.2519630754929	550.6166299959854	8927.268796464634	514.5074761297772	72.71715895479771	3531.1567507962627	50.211294191215195	4518.3449467177015	69.51299918027233	19.186585476199923	19.186585476199923
JU1395	71040.36292901202	192749.52272504708	540821.47638387	36482.806265377505	330.55607470050796	19783.025043571215	18723.464074960328	38625.694405886745	12352.287666424008	5109.078732696964	6173.224520052285	66.97578076047995	15730.718961146691	1104.9226038619106	453.6537796019992	328.7970013863182	5240.803382256343	1360.9239117142063	141.3995527874229	1039.7058964156204	1123.2244517478423	411.7728638875666	328.7970013863182	898.4373384494671	203.60337934451576	415.88984398460644	3121.3446012084423	1454.922052747984	3086.5561193884555	68.19216124369626	236.42693884546068	1510.3515756908569	531.8576878998605	574.8614163680312	560.5829808496612	7677.250917230416	652.4664911972321	111.08360843649315	3231.5486729878407	42.72302527973617	5924.446640915705	69.83895328251221	85.70804020201123	18.71354589563564
JU1409	83762.88319429013	197064.18015818973	483762.2826618013	45740.83592287483	2286.7498706283423	22813.86781874006	13148.158399007076	38224.44896209219	17714.651927894178	14334.460286299973	6920.386268057296	27.802430038034558	22204.54976202649	2049.4839326837555	917.5635985452545	584.1568575291441	4397.9551979965345	1707.819869946349	86.21533554794517	1071.3666415156617	1531.3856489249815	467.6924780998174	584.1568575291441	317.5593558944307	174.37684119855274	894.8768156342184	3988.6478229765903	3699.5581554411065	6332.7263043433595	129.6983361274312	91.77582155555207	3307.265867604439	790.1172592509041	613.0157799086239	540.7294618097341	7015.776405517792	508.03380408500544	132.36736941108254	3717.240500945297	1020.905230996629	5150.539176696092	116.13075026887034	27.802430038034558	27.802430038034558
JU1491	74827.75568837735	200471.9216431151	551297.7845185666	18047.842731495803	4566.517684406827	15807.407913625528	20118.968271971236	35807.686068416806	12572.65026368412	8957.139156850539	7717.327717160179	65.99464063376477	9245.317544212516	17.899278718135278	17.899278718135278	226.40797650569314	4329.531234178716	1809.0801000419326	71.65081270869553	963.6613676269671	1121.5151066422022	277.4209208523787	226.40797650569314	753.273245574005	136.71469084911726	142.2634672517392	2870.811615765563	1850.7854194551878	2309.150148869196	279.1392516093197	644.4098324103063	1468.564221708127	126.88798683286099	399.27921036544365	553.2667051775614	7015.425401507223	885.1372318905077	32.021809626744016	3227.6695355690263	56.758612815206966	8574.434678578089	72.42048169357534	17.899278718135278	17.899278718135278
JU1530	86909.58046765799	125757.185344997	616022.987771254	18309.007704194955	548.1685153868981	16236.228265938964	10014.947751826405	37123.43008955089	12029.802640485997	13793.076499251694	4385.692912080877	99.29922787954543	17935.78512014862	68.01537391101273	84.26642810333648	324.3774777398484	4284.853626731904	779.9126856372632	22.98593237952441	1055.8817897858332	1125.8049960843466	222.68771289283245	324.3774777398484	519.6429733039082	325.2739291026499	420.96436559861	1880.7089872926872	2232.991386941278	4914.829075457529	140.9727232836232	908.2661320445275	1276.6846562235446	331.7789479660553	1212.8527220056055	687.4862515391955	7649.074689799096	217.14810318936708	56.844210774563855	3661.176323478268	521.0910870438183	4278.371593800878	75.94552058194864	22.98593237952441	1206.5545765336155
JU1568	84954.85121719557	276180.52031695226	453685.497092002	13401.24083254182	10915.631735994551	20344.329946090358	19979.4071023676	35631.9203195545	13864.28963312819	15557.368988294278	9463.93681338937	67.7665447953125	8673.71113453123	67.7665447953125	67.7665447953125	193.4734853906172	3095.1014004363083	1815.5335016112174	67.7665447953125	1201.568605765686	931.9255240251376	67.7665447953125	193.4734853906172	1201.568605765686	931.9255240251376	230.27071921447188	5148.156641555096	1473.1769173052987	3313.9873401251675	67.7665447953125	67.7665447953125	67.7665447953125	67.7665447953125	67.7665447953125	229.7963534009047	5496.815514526978	505.26735799385006	395.68885505982973	3153.8549947738443	297.0207658378547	6435.246626852466	290.2441113583235	67.7665447953125	67.7665447953125
