strain	ascr.s.	ascr.l.	bhas.s.	bhas.l.	modified.C.	modified.4..	oscr.s.	oscr.l.	bhos
JU642	0.46889583713280897	0.011142339601790265	0.010438982184028715	0.003272803794511371	0.01799448628915353	0.008634611298041703	0.47568197531154943	0.003235317287657377	7.036471004586241e-4
JU774	0.4249678696269505	0.01170582983981385	0.0053781281162531445	0.004115502153437033	0.029450978815530462	0.00827600101363502	0.5076641995190845	0.007312749057334303	0.0011287418579611996
JU775	0.35599517209970016	0.16085078671055028	0.0035164411503436294	0.002616298281387327	0.012389912753778095	0.006887578524348705	0.4519209103130113	0.00398215377896973	0.0018407463879108158
JU778	0.4147049545616036	0.013602739064954034	0.0058224235367812715	0.005283488779823738	0.037111652969793935	0.03111384593229906	0.4811072250054285	0.008664416112779605	0.002589254036536237
JU847	0.4214898526514334	0.009588093232276688	0.006769994210006341	0.0025057346512622164	0.022060403999685087	0.0107684895069704	0.5203927562964854	0.005715657205147517	7.09018246732922e-4
KR314	0.34477478164893705	0.008357092254284283	0.00478635361817311	0.00212436221254549	0.01900399892310263	0.0064185737540200525	0.6043268964930716	0.009190323847355646	0.0010176172485101918
LKC34	0.6046506359771312	0.021507681494035938	0.0018296226826616325	0.00584400374276032	0.016643956931373827	0.009019328335459141	0.33443599358332743	0.0050035135422366135	0.0010652637110138842
MY1	0.3442237634500376	0.04680244931683488	0.01026581963727886	0.0014719363655076635	0.02689136586741655	0.017338110690060242	0.5454710805778513	0.0063261243517322135	0.0012093497432806536
MY10	0.4444708293064883	0.015535133462095665	0.008276289997427319	0.0028388639893579238	0.030312359134007198	0.011109666776431897	0.48027981745375653	0.005962915750528544	0.0012141241299066148
MY16	0.3558886436872205	0.03469651797164647	0.004699585107766404	0.0026722060083307253	0.03850780421840494	0.02184878301080286	0.5312513155037808	0.00955980007429833	8.753444177489734e-4
MY23	0.44664449779945675	0.014835592951915812	0.004997600441624242	0.004163866591404003	0.032522686366914307	0.011526954081180145	0.47784058720624206	0.006178739798629203	0.0012894747626334654
N2	0.4833965509593208	0.013821781299634002	0.006283151730661517	0.0061333916234258806	0.04065491339902593	0.01727968772078985	0.4221558637668391	0.008219338733966953	0.002055320766335928
NIC1	0.4190490356444369	0.021924311356806905	0.006260581263626953	0.0043011989576057195	0.03149188511715935	0.017351122690479396	0.494110688510392	0.004742226830845741	7.689496286469693e-4
NIC166	0.586156915489721	0.012524670232697875	0.004013187917923508	0.0060854379872303565	0.031229468880705373	0.017070236914598785	0.33778684551730126	0.0035513300568902747	0.0015819070029315795
NIC199	0.4753323025133414	0.014071297880420107	0.004882604209217448	0.004023265464587522	0.029287772638580244	0.015384660646572347	0.4521610116397052	0.004116256598911131	7.408284086646248e-4
NIC2	0.3748999126791218	0.015031233478870209	0.0059353788092918695	0.002419303628232211	0.02117979419007384	0.0074760026571284045	0.5653008726570059	0.00697000542953745	7.874964707383095e-4
NIC207	0.40417636107865107	0.01371655371355449	0.0074303510344803534	0.0024350287645199826	0.016319006851327752	0.0054970787275592636	0.5412484856954977	0.00798630535276207	0.0011908287816473333
NIC231	0.4166773650211764	0.012779369459773999	0.003924067875374339	0.003928552853736345	0.02958114309760254	0.007372457864956671	0.517331248749013	0.00624603483558344	0.0021597602427832264
NIC236	0.3780996860472025	0.018607780239282737	0.0024167850594156576	0.0011419070592986076	0.015786159801139666	0.0049198611268815974	0.5728827545923851	0.0052812007428796074	8.638653315144506e-4
NIC256	0.6773765206717614	0.019888249243442915	0.00301939565958731	0.007219384218411977	0.023720969788188905	0.017012098614527228	0.24758040388864427	0.0036302417930566583	5.527361223793647e-4
NIC267	0.4155451840797766	0.008343210784584646	0.004494236983527681	0.004516365477457954	0.03574467147405084	0.03354658686403746	0.4896789710077394	0.0059627769234550645	0.002167996405370446
NIC3	0.4149884589420256	0.012139467169476888	0.004424876176771095	0.0024113031372894043	0.018015458330443913	0.006273721258774737	0.535218697132344	0.005576941169835245	9.510766830390027e-4
PB303	0.261672781772634	0.16294391137845082	0.006035215519294938	0.0011445587529832037	0.014067336001936964	0.006051218683123637	0.5392233165097073	0.007960058084558708	9.016032973104056e-4
ECA259	0.4688375618487532	0.016951526437706664	0.004415622559846591	0.00479813196761387	0.04349111923252484	0.01508282912556424	0.43813153381260045	0.0062701263899123	0.00202154862547781
PS2025	0.4109951912576267	0.009953684710090957	0.005027842250926758	0.003446311562201777	0.019700678496281453	0.011965076685258428	0.5278497793154451	0.009913163969738301	0.0011482717524305347
QG536	0.4502356785188747	0.014257906886799983	0.0038095424765820255	0.004000063791282183	0.03318093062079391	0.014832122283163824	0.47333875194233543	0.005092728051154977	0.001252275429012993
QG556	0.4468827441589447	0.012604135744056203	0.005141299001000585	0.0050912424249110405	0.037888104612609795	0.02912971788219243	0.4576019653487275	0.003712582921574408	0.0019482079059833443
QG557	0.43924183141837386	0.01185585728684847	0.00464362981687437	0.003608357107986332	0.05472564047559637	0.04732757034629792	0.43123021634588404	0.005790292145416059	0.0015766050567226468
QX1212	0.312885863612741	0.006595417178368117	0.0029146550747439883	0.0019573727020553125	0.01905092058352861	0.009646891357306963	0.6396342641384786	0.006389134281841332	9.254810709360468e-4
QX1233	0.42847214118196225	0.021652347861065954	0.009715072753389216	0.00267639006378593	0.010996532134158573	0.007422118891035821	0.5123249799274107	0.004741124097271257	0.0019992930899203603
QX1791	0.4586533009547209	0.00970663915319117	0.008933447666481704	0.0019786132474308073	0.025733760630645083	0.01095640201769731	0.4787963324386234	0.003957591084986705	0.0012839128062229353
QX1792	0.34689756281271855	0.014326366098168971	0.007305404613738396	0.0018095981062032603	0.019726795310940144	0.010300643221367384	0.5941615854569801	0.003889905130826205	0.0015821392490569873
QX1793	0.5505752693629278	0.01240973667591936	0.009435829587181699	0.0034211136117257932	0.033576302047446334	0.01447010262200596	0.3722576371252993	0.0024098143983559703	0.0014441945691377608
QX1794	0.42919090424294304	0.012676436994001282	0.006407960433855804	0.0037799119151270253	0.04286244582282873	0.010989474664264072	0.485244740883501	0.007568259883020211	0.0012798651604587945
RC301	0.3192290566981805	0.010019086448374235	0.006672577435625227	0.0018910400463320036	0.030722325530096913	0.012094781721050087	0.6116691026305079	0.006967838330540516	7.341911592926224e-4
WN2001	0.47132761237468945	0.02566174031502867	0.002937590730266774	0.003065951824125125	0.044768787977264086	0.012501244665079125	0.43568974036753244	0.0022232999797927424	0.0018240317662216194
